-3.476003, -1.706056, 1.514831, 0.517217, 0.688994, 0.161958, -0.060482, 0.229607, -0.386993, -0.317141, -0.391404, -0.102622, -0.661939, 0.345620, 0.013959, -0.141105, -0.273651, -0.107904, 0.066826, -0.067676, 0.047764, 0.075927, -3.476003, -1.706056, 1.514831, 0.517217, 0.688994, 0.161958, -3.476003, -1.706056, 1.514831, 0.517217, 0.688994, 0.161958, -1.138996, -0.833004, 0.193601, 0.315772, 0.180671, -0.025480, 0.680000, 0.301022, 
-4.929248, -3.488099, 3.235952, 0.742539, 1.383628, 0.327666, -0.022112, -0.117660, -0.537045, 0.008072, -0.302372, 0.346755, -0.370741, 0.134513, -0.002788, 0.120173, -0.043159, -0.178536, 0.015536, -0.071179, 0.038716, -0.172683, -1.453245, -1.782043, 1.721121, 0.225321, 0.694634, 0.165707, 5.498760, 1.630070, -1.308541, -0.809114, -0.683353, -0.158209, -0.404957, -0.392706, 0.616892, 0.317360, -0.096279, -0.176281, 3.440000, -0.848526, 
-6.528389, -4.886384, 5.000844, 1.054871, 1.904629, 0.591437, 0.187149, -0.008696, -0.470916, 0.035985, -0.243342, 0.168101, -0.508862, 0.137102, -0.154840, 0.116240, 0.156923, -0.074841, -0.094579, -0.277286, -0.024662, -0.003748, 1.876862, 0.307771, 0.250061, -0.204885, -0.167993, 0.101813, -2.168653, 0.459744, -0.162519, 0.378908, -0.179273, 0.094315, -0.826510, -0.349976, 0.705641, 0.606040, 0.177098, 0.195427, 1.330000, -1.409553, 
-4.646969, -4.411222, 5.862134, 1.503601, 2.601221, 1.420304, 0.667312, 0.578054, 0.170818, 0.390776, -0.293273, 0.363460, -0.012568, 0.130184, 0.024048, -0.055288, -0.102182, -0.352708, -0.292923, -0.069060, 0.008192, -0.109412, -0.141337, 0.551148, 0.655001, 0.740626, 0.690952, 0.825118, 0.150455, -0.216367, 0.567460, 0.566603, 1.038217, 0.628991, -1.148464, -0.575073, 0.323242, 0.258536, 0.524676, 0.357101, -2.370000, -0.933900, 
-4.914143, -3.497944, 6.623020, 2.801763, 3.493985, 2.068650, 0.562526, 0.465035, 0.052672, 0.249349, -0.146841, 0.473192, -0.003564, 0.289356, -0.130677, -0.047368, -0.117234, -0.358805, -0.275979, -0.223268, 0.040172, 0.098949, -0.121278, 0.529521, 0.717115, 1.211151, 1.066398, 0.550282, -0.130395, 0.194741, -0.505346, -0.096078, -0.662771, -0.903827, -0.839020, -0.480489, 0.360007, 0.290269, 0.403386, 0.453222, -2.350000, -1.221955, 
-4.939881, -2.723273, 7.198492, 3.379550, 3.870826, 2.567126, 0.440438, 0.299911, -0.181003, 0.333211, 0.216780, 0.415020, -0.210959, 0.022596, 0.083095, -0.213876, -0.250167, -0.033619, 0.067463, -0.283140, -0.079282, -0.009777, -0.030297, 0.607281, -0.035759, -0.075827, -0.487744, -0.228579, 0.221375, -0.116980, -0.247529, -1.190900, -0.891370, 0.124966, -1.127337, -1.096035, 0.075821, 0.994702, 0.489659, 0.087903, 3.760000, -1.024181, 
-4.439937, -1.428048, 7.210959, 3.558835, 3.139506, 1.827934, -0.424335, 0.030175, -0.174901, 0.268255, 0.161725, 0.097351, 0.074605, 0.391388, 0.138545, 0.044525, -0.094361, -0.159447, 0.079104, -0.103687, 0.039516, 0.138864, 0.625781, 0.933094, -0.093417, -0.378251, -0.933133, -0.562419, 0.434703, 0.442794, 0.189871, 0.888476, 0.445981, -0.458806, -0.835791, -0.387814, 0.558225, 0.846444, 0.154141, -0.153252, 2.960000, 0.389585, 
-4.341949, -0.789069, 7.144528, 3.330745, 1.997430, 1.110324, -0.109561, 0.294652, -0.063510, 0.512255, 0.587838, 0.088107, -0.193991, 0.207986, 0.075019, -0.168585, -0.109601, -0.002599, -0.033891, -0.088654, 0.105615, 0.106297, 0.002448, 0.393828, 0.075213, 0.405274, -0.452519, -0.665804, -1.058036, -0.982059, -0.021240, -0.104951, 0.034633, 0.355421, -0.429171, 0.123989, 0.811326, 0.226783, 0.067553, -0.213043, 3.740000, -0.754878, 
-3.892913, -0.298588, 7.075361, 4.389022, 1.757746, 0.564254, 0.022252, 0.117249, -0.039877, 0.599915, 1.016513, 0.607157, -0.068517, 0.302121, 0.121402, -0.350443, -0.083674, 0.247549, -0.063136, -0.286287, -0.024963, 0.040888, -0.081205, -0.197463, -0.117394, 0.803165, 0.003892, -0.035457, 0.974382, 0.390768, -0.171367, 0.502842, 0.421778, 0.274926, -0.135639, -0.438450, 0.167007, 0.511697, 0.012185, 0.060872, -2.310000, -1.145495, 
-3.741664, -0.712055, 6.001909, 4.342030, 1.216895, 0.221866, -0.149336, -0.209578, -0.231983, 0.210939, 0.353858, 0.414902, -0.134341, 0.319700, 0.208286, -0.136789, -0.008917, -0.041008, -0.029306, 0.243078, 0.227488, -0.197521, 0.679043, -0.119352, -1.100438, -0.197153, -0.331907, -0.187197, -0.214134, -0.312657, -0.811677, -1.503160, -0.757578, -0.426666, -0.747165, -0.141160, 0.718381, 0.549562, -0.102366, -0.250282, -0.810000, -0.625448, 
