-2.070312, -0.484375, 0.960938, 0.589844, 0.574219, 0.460938, -0.156250, -0.375000, -0.339844, -0.058594, 0.074219, 0.253906, 0.140625, -0.007812, -0.152344, -0.070312, -0.007812, 0.078125, -0.003906, -0.167969, -0.144531, -0.003906, -2.070312, -0.484375, 0.960938, 0.589844, 0.574219, 0.460938, -2.070312, -0.484375, 0.960938, 0.589844, 0.574219, 0.460938, -1.296875, -0.914062, -0.019531, -0.035156, -0.031250, -0.050781, 1.621094, -1.250000, 
-3.503906, 0.261719, 1.730469, 1.257812, 0.843750, 0.734375, 0.222656, 0.328125, -0.113281, -0.277344, 0.394531, 0.550781, -0.097656, -0.148438, 0.324219, 0.421875, 0.273438, 0.269531, 0.109375, -0.136719, -0.207031, -0.035156, -1.433594, 0.746094, 0.769531, 0.667969, 0.269531, 0.273438, 2.707031, 1.714844, -1.152344, -0.507812, -0.875000, -0.652344, -0.242188, -0.437500, -0.230469, 0.019531, 0.050781, 0.367188, -0.078125, -1.175781, 
-4.968750, 0.980469, 2.773438, 1.609375, 1.035156, 0.847656, -0.257812, -0.312500, -0.500000, -0.304688, 0.277344, -0.054688, -0.277344, 0.140625, 0.265625, 0.238281, 0.070312, 0.164062, -0.097656, -0.339844, -0.183594, 0.003906, 0.605469, 1.203125, 0.082031, -0.238281, -0.378906, -0.347656, -0.667969, -1.261719, 0.464844, -0.398438, 0.226562, 0.035156, -0.468750, -0.187500, -0.058594, 0.062500, -0.179688, -0.164062, -0.078125, -1.320312, 
-4.769531, 2.000000, 2.929688, 1.777344, 0.855469, 0.566406, -0.089844, 0.109375, -0.019531, -0.007812, 0.171875, 0.183594, 0.007812, 0.332031, 0.527344, 0.441406, 0.402344, 0.402344, 0.394531, -0.066406, -0.058594, -0.156250, -0.437500, -0.210938, 0.347656, 0.085938, 0.121094, -0.093750, -0.375000, -0.156250, -0.199219, 0.722656, 0.273438, 0.222656, -0.597656, 0.097656, 0.816406, 0.417969, -0.050781, 0.203125, -0.878906, -1.218750, 
-5.343750, 1.339844, 2.996094, 2.085938, 1.187500, 0.414062, -0.261719, 0.449219, -0.171875, -0.312500, 0.023438, 0.289062, 0.246094, 0.605469, 0.406250, 0.183594, 0.242188, 0.316406, 0.296875, 0.066406, 0.230469, 0.277344, -0.542969, -0.632812, -0.207031, 0.625000, 0.406250, 0.007812, 0.265625, -0.265625, -0.355469, -0.187500, 0.011719, -0.125000, -0.156250, -0.136719, 0.078125, 0.300781, 0.273438, 0.082031, -0.710938, -1.093750, 
-6.718750, 0.296875, 2.445312, 1.996094, 1.386719, 0.652344, 0.093750, 0.292969, 0.074219, -0.128906, -0.070312, -0.054688, -0.152344, 0.097656, 0.359375, 0.234375, 0.070312, 0.320312, 0.273438, -0.074219, 0.011719, 0.082031, -0.968750, -0.859375, -0.625000, -0.492188, 0.003906, 0.171875, -0.691406, 0.035156, -0.066406, -0.929688, -0.414062, 0.289062, -0.601562, -0.191406, 0.152344, 0.250000, 0.777344, 0.449219, 1.750000, -0.820312, 
-7.296875, 0.000000, 2.351562, 1.832031, 1.625000, 0.835938, 0.156250, -0.058594, -0.457031, -0.156250, 0.195312, -0.007812, 0.078125, 0.289062, 0.375000, 0.398438, 0.300781, 0.414062, 0.167969, -0.257812, -0.191406, 0.070312, -0.441406, 0.148438, 0.187500, -0.382812, 0.027344, 0.246094, 1.218750, 0.972656, 0.878906, 1.039062, 0.437500, -0.218750, -0.667969, -0.253906, 0.605469, 0.035156, -0.097656, 0.250000, -1.000000, -0.257812, 
-7.648438, 0.199219, 2.628906, 1.953125, 2.054688, 1.191406, 0.050781, 0.000000, 0.042969, 0.121094, 0.304688, 0.121094, -0.035156, 0.187500, 0.351562, 0.140625, 0.171875, 0.335938, 0.097656, -0.171875, -0.007812, 0.082031, 0.480469, 0.613281, 0.617188, 0.832031, 0.632812, 0.125000, -0.296875, -0.511719, -0.445312, 0.175781, 0.167969, 0.097656, -0.347656, -0.195312, 0.425781, 0.707031, 0.593750, 0.281250, 1.601562, -0.765625, 
-5.882812, 1.191406, 2.117188, 2.554688, 3.363281, 1.878906, -0.207031, -0.269531, 0.222656, 0.152344, 0.191406, -0.097656, -0.058594, 0.281250, 0.039062, 0.218750, 0.171875, 0.195312, -0.003906, 0.007812, -0.003906, -0.179688, 1.375000, 0.429688, -1.042969, 0.273438, 1.078125, 0.671875, 1.195312, 0.324219, -1.214844, -0.734375, 0.277344, 0.453125, -0.937500, -0.402344, 0.546875, 0.992188, 0.964844, 0.296875, 1.589844, -0.449219, 
-5.296875, 1.300781, 1.605469, 2.722656, 3.519531, 1.761719, -0.019531, 0.324219, -0.210938, -0.214844, 0.019531, -0.164062, -0.175781, 0.187500, 0.046875, 0.246094, 0.246094, 0.160156, 0.042969, -0.148438, -0.203125, -0.160156, 0.496094, 0.054688, -0.597656, -0.339844, -0.246094, -0.226562, -2.074219, -0.699219, 1.664062, 0.121094, -1.601562, -1.351562, -0.453125, -0.199219, 0.488281, 0.335938, 0.164062, -0.113281, 1.578125, -0.554688, 
