0.732754, 0.671710, 0.705477, 0.887538, 0.613236, -0.201530, -0.718936, 0.826694, 0.878739, 0.965879, 0.675421, 0.994448, 0.211103, 0.484160, -0.860674, -0.307354, -0.830392, 0.193996, -0.700246, -0.503554, 0.693615, 0.998388, -0.723650, 0.326715, 0.067634, 0.316087, 0.057516, -0.376628, -0.274395, 0.068611, 0.291153, 0.173156, -0.188178, -0.132566, 0.182819, 0.124454, -0.197729, -0.281035, -0.059284, 0.110739, 0.311558, 0.051800, -0.344988, 0.029156, 0.149527, 0.255730, 0.137623, -0.163689, 0.002954, -0.357727, -0.197385, 0.268061, -0.055137, -0.077527, 0.210170, 0.068170, -0.274141, 0.026769, 0.287848, -0.109191, 0.136418, 0.142329, -0.184583, 0.024421, -0.061451, -0.179388, -0.144358, 0.085658, 0.187375, -0.028415, -0.121771, 0.284900, 0.133052, -0.147613, -0.036417, -0.380200, -0.176971, 0.291126, 0.246346, 0.033973, -0.004943, -0.266466, -0.043214, 0.345060, 0.085255, 0.069385, -0.071343, -0.180864, -0.166261, -0.037201, 0.001646, -0.024799, 0.348210, 0.100307, -0.370181, 0.020555, 0.209922, -0.312697, 0.097054, 0.301491, -0.266509, 0.062614, 0.188089, -0.215786, -0.347713, 0.190714, 0.414446, -0.180319, -0.029277, 0.067931, -0.143611, 0.071402, -0.132346, 0.043890, 0.150135, -0.271437, 0.068309, 0.029387, -0.128736, 0.228627, 0.311310, -0.024578, -0.309428, -0.184230, 0.135179, 0.296420, -0.157023, -0.212554, 
0.783400, 0.350974, 0.427889, 0.692023, 0.582913, -0.452680, -0.633417, 0.796200, 0.863803, 0.982821, 0.916452, 0.982606, 0.664113, 0.210654, -0.865411, -0.644882, -0.748223, 0.164293, -0.641937, 0.443453, 0.749695, 0.989164, -0.349975, 0.366004, 0.445502, -0.169745, -0.045707, 0.055791, -0.148259, 0.036223, -0.073398, -0.037265, 0.017999, -0.051159, 0.035443, 0.059265, -0.174809, 0.192258, 0.112710, -0.363092, 0.049646, 0.362489, -0.004369, -0.325371, 0.275155, 0.009217, -0.146568, 0.222540, -0.466236, -0.068207, 0.423387, -0.197271, -0.096517, 0.378547, 0.170893, -0.292347, -0.117082, -0.023070, -0.199998, 0.243086, 0.244525, -0.096699, 0.078696, -0.237584, -0.395855, 0.397186, 0.308031, -0.258963, 0.108810, 0.020752, -0.403845, 0.049842, 0.145871, -0.174310, 0.098541, 0.133653, 0.230060, 0.208322, -0.233077, -0.182643, -0.032864, 0.023612, -0.148261, -0.057770, 0.106399, -0.041446, 0.223711, 0.174615, -0.094457, -0.040251, -0.073595, -0.124142, -0.116310, -0.069487, 0.100902, 0.151932, -0.075698, 0.172272, 0.290688, -0.294257, -0.319916, 0.054724, 0.185093, 0.047772, 0.066585, 0.007306, -0.086007, -0.010938, -0.256415, 0.081249, 0.240919, -0.016810, 0.129463, -0.014799, -0.035097, -0.248036, -0.266497, 0.327114, 0.169872, -0.005354, -0.155582, -0.298101, 0.019849, 0.186481, 0.251937, 0.123149, -0.021090, -0.204068, 
0.640290, -0.777940, 0.810759, 0.468191, 0.711668, -0.105374, -0.358044, 0.985582, 0.914378, 0.931304, 0.870997, 0.934476, 0.401592, -0.264074, -0.893328, -0.614841, -0.731836, 0.188437, -0.648996, 0.476196, -0.520343, 0.996107, -0.062524, -0.436464, 0.290813, -0.158048, -0.109066, 0.277948, -0.148269, -0.044795, 0.323920, -0.152718, -0.412554, 0.162610, 0.270745, -0.207145, -0.112232, 0.394392, 0.286179, -0.353034, -0.351638, -0.056582, 0.122121, 0.458019, -0.086402, -0.457742, 0.298970, 0.217997, -0.308388, -0.010522, 0.129676, -0.066302, 0.037537, -0.036779, 0.008610, 0.222755, -0.235073, -0.217760, 0.084664, -0.060882, 0.058562, 0.022388, 0.222059, 0.133816, -0.262063, 0.064917, 0.092418, 0.030648, -0.160307, -0.260306, 0.278803, 0.015014, -0.242483, 0.079846, -0.115944, 0.009539, 0.289728, -0.051472, -0.077252, 0.222291, 0.055301, -0.079195, -0.035080, -0.341908, -0.137445, 0.454337, 0.197629, -0.100086, -0.214360, -0.297820, 0.272522, 0.337722, -0.224237, -0.085308, 0.015706, -0.219986, 0.150086, 0.194831, -0.026851, 0.139761, -0.172212, -0.208539, 0.043486, 0.181479, 0.111412, -0.296047, -0.071801, 0.194430, 0.121368, 0.079880, -0.288677, 0.005683, 0.364351, -0.308168, -0.011192, 0.139407, -0.238956, 0.129865, -0.012495, 0.003243, 0.041967, -0.019523, -0.129120, -0.151067, 0.379256, 0.078151, -0.128238, 0.162885, 
0.440236, -0.038605, 0.407911, 0.822610, 0.712590, 0.109712, -0.486617, 0.983074, 0.771372, 0.818685, 0.360880, 0.956286, -0.033320, -0.197252, -0.873266, -0.687728, -0.784672, 0.211625, -0.895949, -0.639710, -0.729857, 0.999783, -0.921257, -0.236735, 0.021044, -0.057857, 0.106997, -0.160173, -0.180038, 0.047495, -0.073562, 0.098404, -0.020987, 0.133947, 0.145095, -0.257514, 0.096392, 0.219756, -0.195807, -0.033978, -0.177693, -0.006856, 0.199063, -0.087303, 0.207289, -0.004302, -0.205276, -0.040922, 0.014087, 0.005989, -0.026693, 0.038502, -0.126340, -0.053096, 0.187765, 0.318012, -0.058970, -0.420535, -0.010138, 0.330110, 0.192775, -0.002991, -0.055508, -0.221870, -0.113633, 0.004889, -0.046008, 0.130629, 0.046169, -0.198669, 0.017955, 0.279902, -0.099273, -0.047509, 0.352052, -0.372553, -0.465221, 0.340925, 0.206608, -0.109466, 0.008334, 0.047124, 0.289693, 0.241903, -0.244787, -0.367436, -0.374458, 0.128469, 0.297462, 0.117044, 0.032158, -0.139783, 0.165277, 0.042342, -0.114945, -0.233536, -0.218204, 0.431339, 0.304169, -0.241754, -0.257740, 0.026898, 0.194792, -0.040493, -0.089161, -0.121540, -0.009005, 0.208544, 0.177263, -0.123327, -0.450121, 0.030991, 0.491954, 0.042457, -0.245849, 0.151549, 0.029396, -0.129219, 0.048313, -0.071022, 0.084352, 0.019162, -0.271749, -0.110632, 0.272954, 0.307409, -0.213679, -0.152129, 
0.716428, 0.226199, 0.829712, 0.425029, 0.729208, 0.070886, -0.524763, 0.769040, 0.803879, 0.765716, 0.526787, 0.911474, 0.000083, -0.074768, -0.844147, -0.786291, -0.871306, 0.572841, -0.557899, -0.319031, -0.481192, 0.997512, -0.784190, 0.036978, 0.078185, 0.125945, -0.322335, -0.186252, 0.625816, -0.172591, -0.648072, 0.255131, 0.323507, -0.046282, -0.195096, -0.255333, -0.024753, 0.398040, 0.189734, -0.040685, -0.049945, -0.245742, 0.052565, -0.010939, -0.075975, 0.206689, -0.093275, 0.021166, 0.154663, -0.290534, -0.163044, 0.423862, 0.040568, -0.427024, 0.273523, 0.198659, -0.284298, -0.074267, 0.249422, 0.048531, -0.341678, 0.274633, 0.099624, -0.326921, 0.162408, 0.000501, -0.113556, 0.151714, 0.114060, -0.202894, -0.137934, 0.117319, 0.014569, 0.183352, -0.188746, -0.202343, 0.209592, -0.032622, 0.126554, 0.135123, -0.191418, 0.007058, 0.202127, -0.313531, 0.127142, 0.074078, -0.328804, 0.198744, -0.288794, 0.089540, 0.444617, -0.108988, 0.034061, 0.191402, -0.107597, -0.118097, -0.130518, -0.267546, 0.069832, 0.271200, 0.338856, -0.269607, -0.572384, 0.032496, 0.372540, 0.075140, -0.197067, 0.210091, 0.362234, -0.170412, -0.176721, 0.120578, -0.167455, -0.207671, 0.038687, 0.095520, 0.024035, 0.065017, -0.099742, -0.094281, 0.244507, 0.160576, 0.050885, -0.028351, -0.351303, -0.232582, 0.106982, 0.229690, 
0.001694, 0.012359, 0.637138, 0.767459, 0.695734, -0.059045, -0.809744, 0.960611, 0.457814, 0.836655, 0.436808, 0.986778, 0.480778, -0.197709, -0.899887, -0.488838, -0.684949, 0.519346, -0.869911, -0.329416, -0.290900, 0.998939, -0.928733, 0.262984, -0.288671, -0.470647, 0.293397, 0.512132, -0.063291, -0.178451, -0.126179, -0.236913, 0.114182, 0.190573, -0.164837, -0.218531, 0.418213, 0.077570, -0.247230, 0.103323, -0.075975, 0.183236, 0.163030, -0.427900, -0.085440, 0.230882, -0.020368, -0.036340, -0.030757, 0.074093, -0.066103, 0.048952, 0.177188, -0.091678, -0.043486, -0.113661, -0.020369, 0.206267, -0.050106, -0.234984, 0.043434, 0.106683, -0.052697, 0.156002, 0.128131, -0.046121, -0.038956, -0.162360, -0.156774, 0.163943, 0.070662, -0.134921, 0.184754, 0.012736, -0.250038, 0.038785, 0.214278, -0.141864, -0.214143, 0.264949, 0.052829, -0.199071, 0.210085, 0.174865, -0.266772, 0.037478, 0.084899, -0.416371, 0.249924, 0.275102, -0.629877, 0.303021, 0.732904, -0.310652, -0.150132, 0.018840, -0.258693, -0.077554, -0.012477, 0.185580, -0.127762, -0.110160, 0.373230, -0.203142, -0.149773, 0.257984, -0.116827, 0.117173, 0.257858, -0.373179, -0.097842, 0.235426, -0.097168, 0.043033, -0.006198, -0.164773, 0.180282, 0.173807, -0.257847, -0.150477, 0.413563, 0.007777, -0.239234, 0.112062, -0.091244, -0.065334, -0.211347, -0.049525, 
0.663072, -0.890256, 0.962007, 0.408722, 0.559278, -0.745611, -0.868221, 0.897232, 0.797274, 0.735779, -0.405579, 0.713550, -0.085470, 0.651660, -0.941807, -0.415262, -0.842339, -0.031896, -0.131874, 0.830800, -0.490360, 0.995634, 0.254113, -0.483366, 0.014728, 0.061350, -0.248732, -0.189012, 0.286597, -0.060659, -0.117069, 0.279660, 0.198348, -0.108418, -0.202393, -0.083420, 0.089663, 0.114021, 0.101763, 0.063302, -0.066185, -0.144331, -0.296041, 0.172638, 0.369852, -0.210943, -0.159297, 0.076660, 0.010662, -0.065256, 0.159901, -0.002133, -0.293674, 0.048334, -0.013477, 0.130150, 0.260404, -0.108487, -0.250407, -0.008269, 0.362863, -0.025865, -0.286317, 0.072286, 0.007818, -0.073338, -0.063949, -0.100389, 0.247178, 0.340206, -0.125515, -0.335401, -0.140429, 0.417353, 0.447848, -0.435709, -0.489923, 0.155363, 0.268675, -0.121243, -0.171282, 0.072153, 0.017077, 0.203522, 0.220560, -0.235264, -0.222418, 0.086560, 0.037751, 0.081675, 0.106016, -0.512461, 0.025025, 0.542609, -0.289992, 0.132191, 0.216316, -0.393655, 0.058491, 0.275320, -0.071151, -0.159419, -0.054093, 0.034766, 0.103153, -0.181392, -0.065306, 0.046108, -0.014888, 0.331503, 0.011168, -0.152357, 0.069452, -0.080406, -0.133883, 0.011847, 0.105914, 0.160379, 0.087308, -0.305751, -0.290517, 0.190342, 0.196807, -0.191816, -0.054600, 0.359971, -0.131386, -0.324055, 
0.638101, -0.234014, 0.972607, 0.762770, 0.638949, 0.034754, -0.598312, 0.631904, 0.638382, 0.847755, -0.155807, 0.769264, -0.084871, -0.458385, -0.943829, -0.345560, -0.906332, 0.694780, -0.435443, 0.030180, -0.814700, 0.998159, -0.761033, -0.275335, -0.046063, -0.026667, 0.113706, 0.091876, 0.026955, -0.372196, -0.052721, 0.238419, -0.177947, -0.052930, -0.010143, 0.063132, 0.114574, -0.054516, 0.056986, -0.100341, 0.065365, 0.316409, -0.107413, -0.321351, -0.161822, 0.378552, 0.352366, -0.482452, -0.392939, 0.199751, 0.184619, 0.035282, 0.251790, -0.063031, -0.358643, 0.253182, 0.202275, -0.335652, -0.264527, 0.174347, 0.236090, 0.026161, -0.159420, -0.208106, 0.159105, 0.285168, -0.211413, -0.128897, 0.224780, -0.057818, -0.022475, -0.016739, 0.041775, -0.139972, 0.148768, 0.118575, -0.453399, 0.154378, 0.267087, -0.038750, -0.009573, 0.024055, -0.290788, 0.055311, 0.220876, 0.041201, 0.259515, -0.247604, -0.268237, -0.146578, 0.057218, 0.111372, -0.018967, 0.403840, -0.074469, -0.272010, 0.160763, -0.071460, -0.140642, 0.101703, 0.014328, -0.148529, 0.002408, 0.146022, -0.139223, -0.051263, 0.213594, 0.023993, 0.183813, 0.229635, -0.210455, -0.332072, 0.015580, -0.028255, -0.149837, -0.078263, 0.100127, 0.354746, 0.208104, -0.067553, -0.429154, -0.053764, 0.406083, -0.089075, -0.351902, 0.152975, 0.353817, -0.025254, 
0.569486, -0.866199, 0.836670, 0.926745, 0.680190, 0.496089, -0.395566, 0.768179, 0.548756, 0.401888, 0.547816, 0.677606, -0.567815, -0.022269, -0.936458, 0.734686, -0.870769, 0.175277, 0.347206, -0.287646, -0.748969, 0.947590, -0.122870, -0.698315, -0.173080, 0.225692, 0.085712, -0.384710, 0.202654, 0.162098, -0.320051, 0.084348, 0.103105, -0.176464, 0.050493, 0.227313, 0.080191, -0.002104, 0.003089, -0.251408, -0.171120, 0.123695, -0.145257, 0.072657, 0.260194, 0.125450, -0.237560, -0.437785, 0.194309, 0.268822, 0.156128, -0.145374, -0.189134, 0.256217, 0.196444, -0.212709, -0.221386, -0.026078, 0.017789, 0.306654, 0.039599, -0.227465, -0.115059, 0.055904, 0.065846, 0.042721, 0.205059, -0.168180, -0.265687, 0.100744, -0.026435, -0.170722, 0.121250, 0.384456, -0.057408, -0.104890, 0.303616, -0.445720, -0.403204, 0.472790, 0.360326, -0.160587, -0.258846, 0.087036, -0.208011, -0.024492, 0.436540, -0.253025, 0.038372, 0.280677, -0.531884, -0.045775, 0.381033, 0.038006, 0.110609, -0.185817, -0.326231, 0.068473, 0.063555, 0.265739, 0.386859, -0.298270, -0.516925, 0.114218, 0.396163, -0.169107, -0.241425, 0.256237, -0.161818, -0.091232, 0.333750, -0.148974, -0.049087, 0.350469, -0.279238, -0.293925, 0.432293, -0.028257, -0.192505, -0.001652, -0.053564, 0.102002, 0.030007, 0.054096, 0.042886, -0.072921, 0.168195, 0.127468, 
0.670665, -0.095279, 0.877946, 0.722396, 0.684785, 0.415092, -0.835525, 0.967448, 0.641490, 0.749557, 0.709351, 0.831393, -0.622707, 0.595477, -0.787903, 0.244908, -0.885276, -0.033996, 0.460938, -0.450629, 0.145413, 0.988432, 0.817699, -0.714479, -0.332432, -0.358130, 0.150951, -0.107562, 0.176319, 0.247027, -0.491361, 0.113400, 0.466615, -0.151292, -0.015929, -0.022691, -0.221554, -0.170632, 0.153224, 0.288378, 0.078573, -0.234643, -0.209508, 0.092239, 0.175539, 0.208785, -0.092352, -0.257542, -0.044416, 0.170513, 0.109655, -0.083778, -0.151252, -0.162690, 0.247023, 0.177896, -0.279707, 0.037315, 0.229221, -0.096779, -0.186402, 0.203301, 0.133428, -0.279339, -0.151391, 0.299494, 0.183611, -0.279245, -0.147395, 0.200060, 0.100485, -0.179561, -0.062884, -0.087556, -0.002847, 0.261161, 0.297269, -0.155645, -0.431713, -0.091315, 0.111399, 0.340535, 0.120816, -0.272799, -0.196271, 0.297346, 0.374821, -0.389305, -0.278552, 0.187889, -0.062273, 0.038974, 0.062597, -0.174922, 0.032908, 0.265223, 0.093477, -0.157812, -0.042020, -0.030547, -0.152903, 0.034828, 0.163983, 0.061259, -0.211043, 0.076034, 0.421331, 0.002001, -0.440490, -0.468506, 0.140271, 0.364721, -0.026046, -0.065642, 0.122944, 0.097488, 0.036142, 0.125340, -0.134041, -0.307052, 0.078487, 0.028208, -0.050033, 0.240814, -0.186079, -0.150991, 0.337195, -0.065602, 
